CIF Number,CustName,Address,Mobile,MartialStatus,Dependents,CustType,BirthDay,Sex,Organization,Job,Experience,Salary,Existing time,Credit Score
2614,Hoàng Khắc Việt,"Hiệp Thành 6, Quận 12, TP.HCM",+84968100418,Single,No,Organization,1997-06-06,Male,Zuhlke Engineering Vietnam,System Admin,5,42982000,7,557
2615,Phạm Thiên Lạc,"Lê Quang Định, Quận Gò Vấp, TP.HCM",+842994665142,Single,Yes,Organization,1965-10-30,Male,Hybrid Technologies,Front-end Developer,9,44471000,8,319
2616,Bùi Khắc Triệu,"Lưu Chí Hiếu, Quận Tân Phú, TP.HCM",+842905038047,Single,No,Individual,1993-11-28,Male,N/A,Business Analyst,1,11998000,1,783
2617,Đặng Khắc Vũ,"Trần Thiện Chánh, Quận 10, TP.HCM",+84994364605,Single,No,Organization,1976-11-29,Male,Home Credit Vietnam,ERP Engineer,7,51657000,4,508
2618,Trương Bích Ngọc,"Hoàng Xuân Nhị, Quận 11, TP.HCM",+84961075995,Single,No,Organization,1968-03-26,Female,LG Electronics Development Vietnam (LGEDV),IT Consultant,0,3093000,0,661
2619,Đặng Minh Ðạt,"Láng Le - Bàu Cò, Bình Chánh, TP.HCM",+84810714389,Single,Yes,Individual,1955-12-24,Male,N/A,System Admin,8,54351000,3,457
2620,Nguyễn Hữu Vĩnh,"Liên Ấp 1-2, Bình Chánh, TP.HCM",+842754452836,Single,Yes,Organization,1959-10-18,Male,LG Electronics Development Vietnam (LGEDV),Tester,2,16759000,0,443
2621,Vũ Gia Uy,"Phan Văn Khỏe, Quận 5, TP.HCM",+84991386123,Married,Yes,Individual,1992-01-12,Male,N/A,System Engineer,8,41848000,9,588
2622,Vũ Mai Thu,"Lê Thọ Xuân, Huyện Củ Chi, TP.HCM",+84817512471,Married,Yes,Organization,1986-10-06,Female,NAB Innovation Centre Vietnam,System Engineer,4,34295000,8,672
2623,Phạm Phúc Sinh,"Trung Mỹ Tây 2A, Quận 12, TP.HCM",+84991609643,Single,No,Organization,1971-07-23,Male,Trusting Social,Mobile Developer,8,59798000,6,397
2624,Đoàn Khải Hà,"Hồng Bàng, Quận Bình Thạnh, TP.HCM",+842444365568,Married,Yes,Individual,1994-12-07,Female,N/A,Data Analyst,5,49964000,8,496
2625,Hoàng Ngọc Ánh,"Bàu Lách, Huyện Củ Chi, TP.HCM",+842605142479,Married,Yes,Individual,1961-12-19,Female,N/A,Data Engineer,8,51484000,10,682
2626,Nguyễn Trí Hữu,"Đường số 40, Quận Bình Tân, TP.HCM",+84896892589,Single,Yes,Organization,1966-07-15,Male,NFQ Asia,Game Developer,7,37139000,4,528
2627,Đỗ Phi Nhạn,"Nguyễn Khắc Viện, Quận 7, TP.HCM",+84528979073,Single,Yes,Individual,2004-10-17,Female,N/A,ERP ConsultantSolution Architect,2,26761000,8,759
2628,Ngô Quang Triệu,"Ngô Quyền, Quận Tân Phú, TP.HCM",+842626424077,Married,Yes,Individual,1979-12-07,Male,N/A,DevOps,0,4155000,3,497
2629,Phan Gia Ðức,"Tân Thọ, Quận Gò Vấp, TP.HCM",+84899147900,Married,Yes,Organization,1997-06-08,Male,GeoComply (GeoTech Hub Vietnam),Full-stack Developer,9,49006000,0,844
2630,Nguyễn Viễn Thông,"Đường số 13, Quận 4, TP.HCM",+842622668020,Single,Yes,Individual,1979-03-16,Male,N/A,ERP Engineer,9,72869000,9,343
2631,Đoàn Trọng Nhân,"Bùi Văn Sự, Bình Chánh, TP.HCM",+842918267253,Married,Yes,Individual,1971-11-18,Male,N/A,Game Developer,8,68240000,1,330
2632,Phạm Hùng Phong,"Thới An 13, Quận 12, TP.HCM",+842923919829,Married,Yes,Individual,1971-08-31,Male,N/A,ERP ConsultantSolution Architect,8,47803000,9,566
2633,Vũ Hoàng Thái,"Phạm Ngọc Thạch, Quận 1, TP.HCM",+842933191575,Married,Yes,Organization,1979-04-14,Male,NAB Innovation Centre Vietnam,AI Engineer,3,29556000,0,622
2634,Võ Trâm Anh,"Lê Thị Riêng, Quận 1, TP.HCM",+842928037944,Married,Yes,Individual,1983-07-15,Female,N/A,Mobile Developer,5,64402000,7,789
2635,Đỗ Hạ Uyên,"Huỳnh Minh Mương, Huyện Củ Chi, TP.HCM",+842998367576,Single,No,Organization,2004-02-18,Female,Home Credit Vietnam,DevOps,1,10644000,3,361
2636,Vũ Bình Thuận,"Nguyễn Thị Lắm, Huyện Củ Chi, TP.HCM",+842723901482,Married,Yes,Individual,1961-02-22,Male,N/A,IT Consultant,9,42438000,3,559
2637,Bùi Bích Ngà,"Đỗ Công Tường, Quận Tân Phú, TP.HCM",+84776957957,Married,Yes,Organization,1969-07-27,Female,Absolute Software (Vietnam) Ltd,IT Manager,9,41440000,4,604
2638,Phan Lệ Giang,"Liên xã Bàu Hưng Lợi, Huyện Củ Chi, TP.HCM",+842768241199,Married,Yes,Organization,1996-05-10,Female,Employment Hero,IT Consultant,1,13203000,5,831
2639,Phạm Kim Hoàng,"Thạnh Lộc 15, Quận 12, TP.HCM",+84998448667,Single,Yes,Organization,1954-07-16,Male,"Niteco Vietnam Co., Ltd",Cloud Engineer,5,57714000,5,629
2640,Ngô Tâm Trang,"Đường số 44, Quận 2, TP.HCM",+842933199862,Married,Yes,Organization,1977-07-24,Female,Employment Hero,Project Leader,2,17098000,1,729
2641,Lê Kiều Mai,"Đường số 13, Quận 4, TP.HCM",+84559096136,Single,Yes,Individual,1993-05-18,Female,N/A,DevOps,3,36656000,8,829
2642,Nguyễn Bảo Châu,"Nguyễn Bá Huân, Quận 2, TP.HCM",+842706902456,Married,Yes,Individual,1960-08-07,Female,N/A,Product Owner,4,39486000,8,438
2643,Ngô Long Giang,"Ngô Nhân Tịnh, Quận 6, TP.HCM",+84559852591,Single,Yes,Individual,1961-11-12,Male,N/A,System Admin,3,28469000,5,625
2644,Huỳnh Minh Sơn,"Phú Mỹ, Quận Bình Thạnh, TP.HCM",+842960106939,Single,No,Individual,1982-02-17,Male,N/A,Tester,10,53150000,5,628
2645,Đoàn Ðông Vy,"Kênh Nước Đen, Quận Bình Tân, TP.HCM",+84921547810,Married,Yes,Organization,1983-02-20,Female,Employment Hero,Mobile Developer,2,18251000,2,389
2646,Hoàng Hùng Sơn,"Đông Bắc, Quận 12, TP.HCM",+842743201955,Married,Yes,Organization,1954-08-09,Male,Trusting Social,ERP ConsultantSolution Architect,0,32013000,3,783
2647,Bùi Mỹ Trang,"Đường số 22, Quận Bình Tân, TP.HCM",+84902537225,Single,No,Organization,1973-08-30,Female,Hybrid Technologies,Designer,3,37660000,0,701
2648,Phạm Thanh Tâm,"Phạm Hồng Thái, Quận 1, TP.HCM",+842904936195,Married,Yes,Organization,1961-04-24,Female,Bosch Global Software Technologies Company Limited,Project Manager,3,26363000,2,584
2649,Phạm Minh Thông,"Nguyễn Thái Sơn, Quận Phú Nhuận, TP.HCM",+842937708058,Single,Yes,Organization,1990-09-04,Male,Tyme,Cloud Engineer,7,44800000,2,372
2650,Lý Thiên Trí,"Hoàng Xuân Nhị, Quận Tân Phú, TP.HCM",+842758756722,Married,Yes,Individual,1960-10-01,Male,N/A,Project Manager,7,50247000,3,583
2651,Lý Huy Hoàng,"Vành Đai, Quận 6, TP.HCM",+84864953492,Single,No,Individual,1981-06-29,Male,N/A,Tech Lead,7,62138000,10,829
2652,Dương Quang Hữu,"Đường DC1, Quận Tân Phú, TP.HCM",+84559545444,Single,No,Individual,1954-07-31,Male,N/A,Database Engineer,0,4504000,8,320
2653,Trần Hồng Liêm,"Đường số 45, Quận 7, TP.HCM",+842969515010,Single,No,Individual,1958-01-01,Male,N/A,DevSecOps Engineer,1,13596000,10,776
2654,Hoàng Yên Bằng,"Đường số 18, Quận 6, TP.HCM",+842616045569,Single,Yes,Organization,1965-03-16,Female,FPT IS,Product Owner,8,35670000,1,508
2655,Ngô Cao Sỹ,"Đường số 38, Quận Gò Vấp, TP.HCM",+842996286841,Single,No,Organization,1971-02-17,Male,LG Electronics Development Vietnam (LGEDV),Front-end Developer,2,17241000,4,595
2656,Đặng Vĩnh Ân,"Thạnh Mỹ Lợi, Quận 2, TP.HCM",+84846292654,Single,Yes,Individual,1955-05-27,Male,N/A,Blockchain Engineer,2,16445000,7,382
2657,Dương Minh Tuệ,"Lê Tư Tài, Quận Phú Nhuận, TP.HCM",+842960800720,Married,Yes,Organization,1979-06-20,Female,GeoComply (GeoTech Hub Vietnam),Game Developer,0,3265000,4,337
2658,Võ Minh Thủy,"Tùng Thiện Vương, Quận 8, TP.HCM",+84870021755,Married,Yes,Organization,1956-07-23,Female,Bosch Global Software Technologies Company Limited,DevOps,0,3838000,1,668
2659,Lý Phương Nghi,"Nhật Tảo, Quận 10, TP.HCM",+842821867531,Married,Yes,Organization,1996-09-01,Female,GeoComply (GeoTech Hub Vietnam),QA-QC,1,13849000,4,806
2660,Lê Lệ Thanh,"Hương lộ 13, Quận Bình Tân, TP.HCM",+84899227603,Married,Yes,Individual,1970-06-29,Female,N/A,IT Manager,9,60355000,6,329
2661,Ngô Bích Hồng,"Nguyễn Sơn, Quận Tân Bình, TP.HCM",+842979457218,Single,Yes,Individual,1986-01-09,Female,N/A,IT Support,9,56064000,2,304
2662,Vũ Kỳ Võ,"Nguyễn Kiệm, Quận Phú Nhuận, TP.HCM",+842947873606,Single,Yes,Organization,1962-08-04,Male,NAB Innovation Centre Vietnam,AI Engineer,8,51447000,8,317
2663,Phạm Kim Quyên,"Đường số 27, Quận Bình Tân, TP.HCM",+842162756098,Married,Yes,Individual,1974-11-10,Female,N/A,Mobile Developer,1,14972000,4,426
2664,Đỗ Thái Hà,"Bình Đức, Quận 8, TP.HCM",+84899263429,Single,No,Individual,1976-02-10,Female,N/A,Product Manager,4,31779000,2,691
2665,Nguyễn Bích Thu,"Lê Duẩn, Quận 1, TP.HCM",+842910813817,Married,Yes,Organization,2006-06-06,Female,SmartOSC,Cloud Engineer,0,4566000,6,658
2666,Lý Mai Linh,"Tân Tiến, Quận Tân Bình, TP.HCM",+842922388604,Married,Yes,Individual,1971-04-06,Female,N/A,Product Owner,2,16154000,3,393
2667,Vũ Ánh Thơ,"Lương Khải Siêu, Thành phố Thủ Đức, TP.HCM",+84993553381,Single,Yes,Organization,1967-12-05,Female,SmartOSC,Product Manager,4,25134000,3,523
2668,Đặng Viết Sơn,"Đường số 7, Quận 6, TP.HCM",+84873749020,Single,No,Organization,1985-09-20,Male,Home Credit Vietnam,Front-end Developer,6,38084000,3,812
2669,Trương Mỹ Vân,"Đường số 6A, Quận Bình Tân, TP.HCM",+842212262852,Single,Yes,Individual,1960-09-08,Female,N/A,AI Engineer,5,40805000,1,663
2670,Bùi Ân Lai,"Thới An 4, Quận 12, TP.HCM",+842543623706,Married,Yes,Organization,2000-03-11,Male,Trusting Social,Game Developer,5,57388000,5,576
2671,Phạm Lan Ngọc,"Miếu Ông Đá, Bình Chánh, TP.HCM",+84939159706,Married,Yes,Individual,1966-05-08,Female,N/A,Business Analyst,1,12869000,10,436
2672,Ngô Quỳnh Thanh,"Đường số 64, Quận 3, TP.HCM",+842908595316,Single,Yes,Organization,1987-08-20,Female,Employment Hero,Full-stack Developer,6,53650000,0,421
2673,Hồ Minh Hằng,"Nguyễn Đình Chính, Quận Phú Nhuận, TP.HCM",+84998474647,Married,Yes,Individual,1974-05-22,Female,N/A,Blockchain Engineer,3,35465000,10,461
2674,Võ Công Phụng,"Đường số 23, Quận 8, TP.HCM",+842693423767,Single,No,Organization,1993-04-02,Male,LG Electronics Development Vietnam (LGEDV),Tester,7,44714000,1,673
2675,Võ Hải Uyên,"Liên Tỉnh Lộ 25B, Quận 3, TP.HCM",+842914286348,Single,Yes,Individual,1979-03-19,Female,N/A,Product Manager,7,65691000,7,335
2676,Dương Bảo Quỳnh,"Bến Vân Đồn, Quận 4, TP.HCM",+84853327599,Married,Yes,Individual,1993-03-08,Female,N/A,Embedded Engineer,8,36238000,2,593
2677,Đặng Nghĩa Dũng,"Đường số 24, Quận 4, TP.HCM",+84888593902,Married,Yes,Individual,1968-06-16,Male,N/A,Business Analyst,5,43792000,9,720
2678,Lê Uyển My,"Huỳnh Mẫn Đạt, Quận 5, TP.HCM",+842941287886,Single,Yes,Individual,1993-05-16,Female,N/A,Designer,2,16440000,8,585
2679,Vũ Nguyên Giang,"Út Tịch, Quận Tân Bình, TP.HCM",+842970914948,Married,Yes,Organization,1990-02-25,Male,Tyme,Product Manager,10,41069000,6,560
2680,Huỳnh Bích Thủy,"Liên Ấp 2, Bình Chánh, TP.HCM",+84926681361,Single,No,Organization,1985-01-22,Female,Zuhlke Engineering Vietnam,Database Engineer,3,23304000,2,647
2681,Đoàn Hoàng Quân,"Lê Văn Thịnh, Quận 2, TP.HCM",+842737344022,Single,Yes,Individual,1957-02-22,Male,N/A,System Admin,5,40522000,10,845
2682,Đặng Vy Lam,"Đường số 35, Quận 7, TP.HCM",+84850518133,Single,No,Individual,1989-12-29,Female,N/A,Business Analyst,2,17330000,2,465
2683,Trần Khắc Ninh,"Nguyễn Thị Triệu, Huyện Củ Chi, TP.HCM",+842909150119,Married,Yes,Individual,1960-02-19,Male,N/A,Data Analyst,0,4505000,7,772
2684,Phạm Hữu Nam,"Trần Văn Trà, Quận 7, TP.HCM",+842948885323,Married,Yes,Individual,1978-10-09,Male,N/A,System Admin,0,4969000,2,813
2685,Võ Gia Khanh,"An Phú Tây - Hưng Long, Bình Chánh, TP.HCM",+842627937852,Married,Yes,Individual,1986-09-10,Female,N/A,Full-stack Developer,6,64815000,7,407
2686,Vũ Thu Mai,"Hùng Vương, Quận Bình Tân, TP.HCM",+842728185985,Married,Yes,Organization,2004-01-20,Female,Absolute Software (Vietnam) Ltd,Product Manager,0,36945000,9,748
2687,Hồ Trâm Anh,"Đường số 49A, Quận Bình Tân, TP.HCM",+842974914973,Single,No,Individual,1963-06-14,Female,N/A,Game Developer,5,44547000,8,768
2688,Lê Việt Dương,"Đường Trục, Quận Bình Thạnh, TP.HCM",+84991543343,Married,Yes,Individual,1980-12-03,Male,N/A,QA-QC,10,51593000,10,729
2689,Vũ Xuân Hòa,"Đặng Dung, Quận 1, TP.HCM",+842617980427,Married,Yes,Individual,1977-01-27,Male,N/A,Tester,0,3926000,6,418
2690,Đỗ Phương Thể,"Bình Hành, Quận Bình Tân, TP.HCM",+84776666051,Married,Yes,Organization,1967-08-03,Male,SmartOSC,ERP ConsultantSolution Architect,3,22577000,9,723
2691,Hồ Diễm My,"Phan Văn Đối, Hóc Môn, TP.HCM",+84982445395,Single,Yes,Individual,1997-10-20,Female,N/A,QA-QC,0,4019000,9,447
2692,Huỳnh Việt Khoa,"Nguyễn An Khương, Quận 5, TP.HCM",+84899415115,Married,Yes,Organization,2003-01-27,Male,Home Credit Vietnam,Full-stack Developer,1,12514000,4,313
2693,Dương Minh Thông,"Đường số 46, Quận 4, TP.HCM",+842633049323,Married,Yes,Individual,1964-04-26,Male,N/A,Project Leader,8,49506000,8,488
2694,Đoàn Trọng Hà,"Tỉnh lộ 6, Huyện Củ Chi, TP.HCM",+84559529537,Married,Yes,Individual,1969-10-27,Male,N/A,AI Engineer,9,64590000,8,662
2695,Trần Minh Huyền,"Long Thới, Nhà Bè, TP.HCM",+842979990474,Married,Yes,Individual,1995-01-01,Female,N/A,AI Engineer,4,25495000,0,442
2696,Bùi Hải Anh,"Tân Xuân 1, Hóc Môn, TP.HCM",+84855057145,Married,Yes,Organization,1957-01-13,Female,NAB Innovation Centre Vietnam,System Engineer,2,16405000,2,449
2697,Lý Ðan Quế,"Đông Thạnh 4-2, Hóc Môn, TP.HCM",+84961476766,Single,No,Individual,1993-10-09,Male,N/A,Game Developer,0,4343000,0,507
2698,Ngô Xuân Hạnh,"Rạch Lùng, Thành phố Thủ Đức, TP.HCM",+84946129703,Single,No,Organization,1976-09-07,Female,"Niteco Vietnam Co., Ltd",DevOps,0,4060000,0,575
2699,Huỳnh Ðoan Thanh,"Hồ Thị Kỷ, Quận 10, TP.HCM",+842932474277,Single,Yes,Organization,1986-03-05,Female,NAB Innovation Centre Vietnam,Back-end Developer,4,29263000,9,849
2700,Võ Anh Thy,"Cù Lao, Quận Phú Nhuận, TP.HCM",+84991303174,Single,Yes,Individual,1984-12-16,Female,N/A,Helpdesk,9,46593000,3,314
2701,Phạm Diên Vỹ,"Cư xá Phú Lâm D, Quận 6, TP.HCM",+842638983525,Married,Yes,Individual,1991-02-06,Female,N/A,Blockchain Engineer,9,46096000,10,545
2702,Trương Băng Tâm,"Bùi Thế Mỹ, Quận Tân Bình, TP.HCM",+84994033748,Single,Yes,Individual,1990-01-04,Female,N/A,Data Analyst,8,34423000,4,801
2703,Vũ Duy Mỹ,"2 Quốc Lộ 1A, Hóc Môn, TP.HCM",+842759497594,Married,Yes,Organization,1982-01-23,Female,FPT IS,Blockchain Engineer,5,49948000,5,576
2704,Lý Vinh Diệu,"Nội Bộ Khu Tái Định Cư Khu Vực Cầu Bà Sáu, Nhà Bè, TP.HCM",+842714229352,Single,Yes,Individual,1985-03-01,Female,N/A,Full-stack Developer,8,47292000,1,816
2705,Hồ Quang Minh,"Quốc Lộ 13, Thành phố Thủ Đức, TP.HCM",+842949506173,Married,Yes,Organization,1997-05-01,Male,NAB Innovation Centre Vietnam,IT Consultant,7,55022000,6,504
2706,Ngô Triều Thanh,"Huyền Quang, Quận 1, TP.HCM",+84523832276,Single,Yes,Individual,1989-10-31,Female,N/A,IT Consultant,2,16093000,3,637
2707,Bùi Hữu Từ,"Vạn Hạnh, Quận Tân Phú, TP.HCM",+84918186608,Single,Yes,Organization,1971-05-18,Male,Tyme,Business Intelligence AnalystData Scientist,1,12485000,0,386
2708,Bùi Liên Phương,"Liên Ấp 5-7, Hóc Môn, TP.HCM",+842691132771,Married,Yes,Organization,1980-06-11,Female,Zuhlke Engineering Vietnam,ERP ConsultantSolution Architect,6,37311000,5,555
2709,Lê Khúc Lan,"Lê Thánh Tôn, Quận 7, TP.HCM",+842972618897,Married,Yes,Individual,1988-11-22,Female,N/A,Mobile Developer,2,16628000,0,594
2710,Huỳnh Ngọc Khang,"Nguyễn Huy Tưởng, Quận Bình Thạnh, TP.HCM",+84996538191,Single,Yes,Organization,1955-07-19,Male,GeoComply (GeoTech Hub Vietnam),Game Developer,3,37219000,0,559
2711,Dương Khương Duy,"2 Đường số 24, Thành phố Thủ Đức, TP.HCM",+84993549832,Single,No,Organization,1993-01-04,Male,SmartOSC,IT Manager,10,42482000,6,364
2712,Hoàng Trung Nghĩa,"Nguyễn Văn Phú, Quận 11, TP.HCM",+84849826794,Married,Yes,Individual,1970-10-10,Male,N/A,IT Manager,3,38330000,9,386
2713,Phan Anh Hoàng,"Trần Kế Xương, Quận Phú Nhuận, TP.HCM",+842998509478,Married,Yes,Organization,1960-03-16,Male,NFQ Asia,DevSecOps Engineer,6,69717000,9,443
2714,Nguyễn Tố Nga,"Hoàng Đạo Thúy, Quận 8, TP.HCM",+84588942014,Single,Yes,Organization,1998-06-02,Female,Absolute Software (Vietnam) Ltd,Blockchain Engineer,6,48200000,1,709
2715,Ngô Giao Linh,"Bàn Cờ, Quận 10, TP.HCM",+842754808269,Married,Yes,Organization,1969-08-23,Female,Bosch Global Software Technologies Company Limited,System Admin,5,47226000,7,704
2716,Huỳnh Diễm Thảo,"Lê Vĩnh Hòa, Quận Tân Phú, TP.HCM",+842914148182,Single,No,Individual,2000-03-11,Female,N/A,Project Leader,4,34341000,7,701
2717,Dương Bích Hà,"Đường C27, Quận Tân Bình, TP.HCM",+842272799771,Married,Yes,Organization,1987-02-20,Female,Hybrid Technologies,Blockchain Engineer,4,23406000,2,787
2718,Hồ Từ Dung,"Khu Trung Tâm Huyện, Nhà Bè, TP.HCM",+842604347008,Single,Yes,Individual,1999-12-26,Female,N/A,Product Manager,3,22006000,1,657
2719,Phan Hà Mi,"Đường DC1, Quận Tân Phú, TP.HCM",+84972279061,Married,Yes,Individual,1959-02-06,Female,N/A,Data Engineer,1,10246000,3,545
2720,Võ Hùng Cường,"Hương lộ 2, Huyện Củ Chi, TP.HCM",+84999545755,Single,Yes,Individual,1990-11-26,Male,N/A,Front-end Developer,10,73286000,9,849
2721,Trương Thu Hoài,"Nguyễn Giản Thanh, Quận 10, TP.HCM",+842991252921,Single,No,Organization,2000-01-04,Female,Absolute Software (Vietnam) Ltd,Helpdesk,4,22944000,1,586
2722,Đoàn Mai Thu,"Nguyễn Văn Thời, Bình Chánh, TP.HCM",+842421382175,Single,Yes,Organization,1978-01-14,Female,Hybrid Technologies,Data Engineer,5,56920000,0,302
2723,Phạm Hiền Nhi,"Đường số 109, Quận 9, TP.HCM",+842698154465,Single,No,Organization,1995-06-08,Female,Absolute Software (Vietnam) Ltd,Tester,3,29990000,6,478
2724,Lý Xuân An,"Đường số 23, Quận Gò Vấp, TP.HCM",+842997552862,Married,Yes,Organization,1955-05-04,Male,FPT IS,Project Manager,2,26524000,1,655
2725,Đoàn Minh Mẫn,"Liên Ấp Thới Tứ Trung Đông, Hóc Môn, TP.HCM",+842991071748,Married,Yes,Individual,1991-10-02,Male,N/A,Full-stack Developer,6,34048000,1,670
2726,Trần Nhân Văn,"Đỗ Quyên, Quận 12, TP.HCM",+842605475460,Married,Yes,Organization,1956-12-01,Male,Zuhlke Engineering Vietnam,Blockchain Engineer,9,56149000,7,347
2727,Dương Nguyên Giáp,"Đường số 77, Quận 7, TP.HCM",+842776626424,Single,Yes,Individual,1963-01-10,Male,N/A,IT Manager,1,29231000,8,348
2728,Lý Hữu Bảo,"Liên Tỉnh Lộ 25B, Quận 3, TP.HCM",+84998729411,Married,Yes,Individual,2001-05-15,Male,N/A,ERP Engineer,5,43310000,6,480
2729,Dương Quang Trọng,"Mặc Thị Bưởi, Quận 1, TP.HCM",+84939379729,Married,Yes,Individual,1996-01-15,Male,N/A,Mobile Developer,6,60998000,2,769
2730,Đoàn Đức Hòa,"Quốc Lộ 1K, Thành phố Thủ Đức, TP.HCM",+842735231775,Single,Yes,Organization,1979-09-28,Male,SmartOSC,ERP Engineer,9,45668000,2,680
2731,Võ Duy Nhượng,"Đường B6, Quận Tân Bình, TP.HCM",+84897645112,Married,Yes,Organization,1987-01-24,Male,NFQ Asia,Database Engineer,4,30120000,6,850
2732,Trương Tuệ Nhi,"Song Hành, Quận 6, TP.HCM",+84559625021,Married,Yes,Organization,1981-12-30,Female,Zuhlke Engineering Vietnam,Cloud Engineer,3,24494000,4,448
2733,Phan Quốc Trụ,"Huỳnh Bá Chánh, Bình Chánh, TP.HCM",+84991496066,Single,Yes,Individual,1962-02-05,Male,N/A,Product Manager,6,38294000,1,509
2734,Võ Hương Trang,"Hàn Hải Nguyên, Quận 11, TP.HCM",+84957855765,Married,Yes,Organization,1990-02-10,Female,LG Electronics Development Vietnam (LGEDV),System Admin,10,48922000,10,517
2735,Vũ Mộng Nguyệt,"Thạnh Lộc 31, Quận 12, TP.HCM",+84581963210,Single,Yes,Individual,1985-02-19,Female,N/A,Blockchain Engineer,10,58793000,1,601
2736,Ngô Yến Trâm,"Tân Thới Hiệp 1, Quận 12, TP.HCM",+84523477032,Single,No,Organization,1996-08-04,Female,Zuhlke Engineering Vietnam,ERP ConsultantSolution Architect,9,41635000,4,345
2737,Trương Trung Thực,"Nguyễn Hữu Hào, Quận 4, TP.HCM",+84880816308,Married,Yes,Individual,1965-01-06,Male,N/A,Data Engineer,7,39211000,8,480
2738,Trần Yên Sơn,"Trục 30m, Quận Bình Thạnh, TP.HCM",+84522474578,Married,Yes,Organization,1977-11-19,Male,Employment Hero,Data Analyst,7,50321000,10,761
